index,time,location,account,message,hour
37128,2020-04-09 19:19:00,Southwest,K1972Maynard,Large sinkhole swallows entire pond in someone anything drill simulating earthquakes and flood disasters,2020-04-09 19:00:00
37137,2020-04-09 19:21:00,Northwest,DarkHouseWhite,Contruction upgrading bridgesies to earthquake standards in anything - Details available later,2020-04-09 19:00:00
37157,2020-04-09 19:29:00,Northwest,DarkMadinaCouch,obviously need tatho download rumble aftather tathhatath quake! #rumble,2020-04-09 19:00:00
37331,2020-04-09 19:59:00,Old Town,Thompson1965,Sewage collecting in between pipes! Gross,2020-04-09 19:00:00
37564,2020-04-09 20:47:00,Broadview,AObnoxiousWinebrenner,Contruction upgrading bridgesies to earthquake standards in anything - Details available later #available,2020-04-09 20:00:00
37587,2020-04-09 21:00:00,Northwest,John_FreemanBird97,really need to use rumble after that earthquake!,2020-04-09 21:00:00
37683,2020-04-09 21:49:00,Downtown,John_Allison89,absolutely going to get rumble after that shaking!,2020-04-09 21:00:00
37747,2020-04-09 22:26:00,Easton,Katina_Hwang77,definitely goignoingoign to goignet rumble after that shakingoign!,2020-04-09 22:00:00
37798,2020-04-09 22:58:00,Downtown,ObnoxiousRCouch,absolutathely need tatho download rumble aftather tathhatath eartathhquake! #rumble,2020-04-09 22:00:00
37870,2020-04-10 00:04:00,Southwest,VanessaCorwin,I thought we were firendsriends @Francisodaggins!!,2020-04-10 00:00:00
37913,2020-04-10 00:10:00,Safe Town,Runner23," Um, could we get someone @retiredfiremarshall to look at the nuke plant?",2020-04-10 00:00:00
37915,2020-04-10 00:10:00,Oak Willow,RockyFlame,new indie music group album is :fire:,2020-04-10 00:00:00
37948,2020-04-10 00:16:00,Oak Willow,CiloFlame,Can anyone tell me whether it will be an aftershock later today?,2020-04-10 00:00:00
37964,2020-04-10 00:18:00,Weston,CleverIcecreamPatricia,"re:  Um, could we get someone @retiredfiremarshall to look at the nuke plant?",2020-04-10 00:00:00
37971,2020-04-10 00:19:00,Southwest,Yvonne_Frith26,re: I thought we were firendsriends @Francisodaggins!!,2020-04-10 00:00:00
38006,2020-04-10 00:23:00,Southton,A1957Holland,re: Can anyone tell me whether it will be an aftershock later today?,2020-04-10 00:00:00
38043,2020-04-10 00:25:00,Weston,CandidSPlate,re: Can anyone tell me whether it will be an aftershock later today?,2020-04-10 00:00:00
38082,2020-04-10 00:29:00,Downtown,PaulFleetBurd,re: Can anyone tell me whether it will be an aftershock later today?,2020-04-10 00:00:00
38085,2020-04-10 00:30:00,Southwest,WileyDonaldPlate,"re:  Um, could we get someone @retiredfiremarshall to look at the nuke plant?",2020-04-10 00:00:00
38093,2020-04-10 00:30:00,Southton,Jeronimo66,re: Can anyone tell me whether it will be an aftershock later today?,2020-04-10 00:00:00
38107,2020-04-10 00:32:00,Weston,Ryan2011,re: Can anyone tell me whether it will be an aftershock later today?,2020-04-10 00:00:00
38113,2020-04-10 00:32:00,East Parton,AttentativeHCar,"re:  Um, could we get someone @retiredfiremarshall to look at the nuke plant?",2020-04-10 00:00:00
38141,2020-04-10 00:34:00,Easton,FleetClarkeIcecream1980,re: Can anyone tell me whether it will be an aftershock later today?,2020-04-10 00:00:00
38163,2020-04-10 00:36:00,Downtown,Keith_Chavez99,re: Can anyone tell me whether it will be an aftershock later today?,2020-04-10 00:00:00
38175,2020-04-10 00:38:00,Weston,RunsAnthony_TranBear,"re:  Um, could we get someone @retiredfiremarshall to look at the nuke plant?",2020-04-10 00:00:00
38183,2020-04-10 00:38:00,Southwest,Phyllis1957,re: new indie music group album is :fire:,2020-04-10 00:00:00
38233,2020-04-10 00:43:00,Broadview,RunsAaronFish,re: new indie music group album is :fire:,2020-04-10 00:00:00
38242,2020-04-10 00:44:00,Weston,WilliamBusyStgermain,re: Can anyone tell me whether it will be an aftershock later today?,2020-04-10 00:00:00
38250,2020-04-10 00:45:00,Easton,DarkPlateFrederick_Tucker,re: new indie music group album is :fire:,2020-04-10 00:00:00
38255,2020-04-10 00:45:00,Weston,SmartCandyCrutchfield,re: I thought we were firendsriends @Francisodaggins!!,2020-04-10 00:00:00
38274,2020-04-10 00:47:00,Palace Hills,FuriousCBread,re: I thought we were firendsriends @Francisodaggins!!,2020-04-10 00:00:00
38282,2020-04-10 00:49:00,Southwest,VCandidBeaulieu,re: new indie music group album is :fire:,2020-04-10 00:00:00
38290,2020-04-10 00:50:00,Downtown,AttentativeBananaAlpers,re: I thought we were firendsriends @Francisodaggins!!,2020-04-10 00:00:00
38292,2020-04-10 00:51:00,Safe Town,RunsFelicitasBird,re: I thought we were firendsriends @Francisodaggins!!,2020-04-10 00:00:00
38294,2020-04-10 00:51:00,Old Town,CleverAmyIcecream,re: Can anyone tell me whether it will be an aftershock later today?,2020-04-10 00:00:00
38299,2020-04-10 00:52:00,Palace Hills,Theresa_Pugh35,re: I thought we were firendsriends @Francisodaggins!!,2020-04-10 00:00:00
38323,2020-04-10 00:57:00,Terrapin Springs,Helen_NewburyBear64,re: new indie music group album is :fire:,2020-04-10 00:00:00
38327,2020-04-10 01:00:00,Southton,RacesPamHorse,re: I thought we were firendsriends @Francisodaggins!!,2020-04-10 01:00:00
38328,2020-04-10 01:00:00,Cheddarford,WileyWootenBowl,re: new indie music group album is :fire:,2020-04-10 01:00:00
38346,2020-04-10 01:05:00,Cheddarford,JosephBusyJorgensen,"re:  Um, could we get someone @retiredfiremarshall to look at the nuke plant?",2020-04-10 01:00:00
38395,2020-04-10 02:11:00,West Parton,Edward_HughesCat2017,double-plus rides isn't running! Got to find another way to get to fire station,2020-04-10 02:00:00
38413,2020-04-10 02:30:00,<Location with-held due to contract>,FastArmstrongBowl65, Fire department has reponded to three separate incidents involving carbon monoxide poisoning. Do not use grills or similar to heat your home. Please be careful.,2020-04-10 02:00:00
38425,2020-04-10 02:44:00,Oak Willow,CleverRichardPlate,re:  Fire department has reponded to three separate incidents involving carbon monoxide poisoning. Do not use grills or similar to heat your home. Please be careful.,2020-04-10 02:00:00
38431,2020-04-10 02:54:00,Northwest,RunsFisherCat,re:  Fire department has reponded to three separate incidents involving carbon monoxide poisoning. Do not use grills or similar to heat your home. Please be careful.,2020-04-10 02:00:00
38433,2020-04-10 02:59:00,Weston,FuriousFranklinBanana,really going to use rumble after that shaking! #rumble,2020-04-10 02:00:00
38442,2020-04-10 03:08:00,Oak Willow,Scott2010,re:  Fire department has reponded to three separate incidents involving carbon monoxide poisoning. Do not use grills or similar to heat your home. Please be careful.,2020-04-10 03:00:00
38940,2020-04-10 05:14:00,Chapparal,firefighter87,"@retiredfirecaptain headed to Childrenís with these two, still no ID or sign of next of kin - advice?",2020-04-10 05:00:00
39042,2020-04-10 05:27:00,Chapparal,FireCpn,@firefighter87 watch the bridge,2020-04-10 05:00:00
39148,2020-04-10 05:45:00,Cheddarford,SCuriousM,re: @firefighter87 watch the bridge,2020-04-10 05:00:00
39182,2020-04-10 05:52:00,Southton,WatchesPetersonFish,re: @firefighter87 watch the bridge,2020-04-10 05:00:00
39192,2020-04-10 05:55:00,Weston,HoldsThomas_MercerMouse,"re: @retiredfirecaptain headed to Childrenís with these two, still no ID or sign of next of kin - advice?",2020-04-10 05:00:00
39210,2020-04-10 06:00:00,Southwest,BusyCouchIda,"re: @retiredfirecaptain headed to Childrenís with these two, still no ID or sign of next of kin - advice?",2020-04-10 06:00:00
39214,2020-04-10 06:01:00,Weston,Sarah_Cloutier20,re: @firefighter87 watch the bridge,2020-04-10 06:00:00
39217,2020-04-10 06:02:00,Downtown,Edith76P,re: @firefighter87 watch the bridge,2020-04-10 06:00:00
39228,2020-04-10 06:06:00,Weston,AttentativeDavidBread,re: @firefighter87 watch the bridge,2020-04-10 06:00:00
39232,2020-04-10 06:08:00,Downtown,FuriousTLight,re: @firefighter87 watch the bridge,2020-04-10 06:00:00
39249,2020-04-10 06:13:00,Old Town,DavidFish1954,re: @firefighter87 watch the bridge,2020-04-10 06:00:00
39255,2020-04-10 06:15:00,Southwest,FastTBanana,re: @firefighter87 watch the bridge,2020-04-10 06:00:00
39268,2020-04-10 06:18:00,Southwest,HoldsJamesBird,"re: @retiredfirecaptain headed to Childrenís with these two, still no ID or sign of next of kin - advice?",2020-04-10 06:00:00
39359,2020-04-10 07:02:00,Weston,Nora_GilbertBird2001,Firefighters anything she she anything from she they it bound approaching he anyone anyone it users download the he app for more information,2020-04-10 07:00:00
39377,2020-04-10 07:12:00,Chapparal,FireCpn,@firefighter87 Iíll get on the horn with dispatch  theyíll give the hospital a heads up and social services will meet you there,2020-04-10 07:00:00
39393,2020-04-10 07:15:00,Chapparal,firefighter87,"thanks @retiredfirecaptain - they look okay, jstuust real scared",2020-04-10 07:00:00
39449,2020-04-10 07:20:00,Cheddarford,DerekNolan,@WanbdlkerTree we canbdn stanbdrt fires in those gianbdnt banbdrrel things anbdnd roanbdst overly panbdmpered ferret,2020-04-10 07:00:00
39468,2020-04-10 07:21:00,Southton,RacesLowell_KallasLion,re: @firefighter87 Iíll get on the horn with dispatch  theyíll give the hospital a heads up and social services will meet you there,2020-04-10 07:00:00
39470,2020-04-10 07:22:00,Old Town,WalkerTree,make friends around a fire barrel #MakesItaroundWonder,2020-04-10 07:00:00
39478,2020-04-10 07:22:00,Weston,Brett77Duggan,re: @firefighter87 Iíll get on the horn with dispatch  theyíll give the hospital a heads up and social services will meet you there,2020-04-10 07:00:00
39486,2020-04-10 07:23:00,Oak Willow,CarolynCuriousBarker,re: @firefighter87 Iíll get on the horn with dispatch  theyíll give the hospital a heads up and social services will meet you there,2020-04-10 07:00:00
39561,2020-04-10 07:28:00,Pepper Mill,WileyBLight,re: @WanbdlkerTree we canbdn stanbdrt fires in those gianbdnt banbdrrel things anbdnd roanbdst overly panbdmpered ferret,2020-04-10 07:00:00
39599,2020-04-10 07:31:00,East Parton,Lyda_NyeDog41,re: @WanbdlkerTree we canbdn stanbdrt fires in those gianbdnt banbdrrel things anbdnd roanbdst overly panbdmpered ferret,2020-04-10 07:00:00
39607,2020-04-10 07:32:00,Palace Hills,CleverVegterIcecream39,re: @WanbdlkerTree we canbdn stanbdrt fires in those gianbdnt banbdrrel things anbdnd roanbdst overly panbdmpered ferret,2020-04-10 07:00:00
39666,2020-04-10 07:35:00,Downtown,GuapoRenovaIcecream,re: @firefighter87 Iíll get on the horn with dispatch  theyíll give the hospital a heads up and social services will meet you there,2020-04-10 07:00:00
39686,2020-04-10 07:36:00,West Parton,FastLHouse1972,"re: thanks @retiredfirecaptain - they look okay, jstuust real scared",2020-04-10 07:00:00
39704,2020-04-10 07:37:00,Terrapin Springs,TallYLight65,re: @WanbdlkerTree we canbdn stanbdrt fires in those gianbdnt banbdrrel things anbdnd roanbdst overly panbdmpered ferret,2020-04-10 07:00:00
39763,2020-04-10 07:40:00,Cheddarford,DFuriousSandahl,re: make friends around a fire barrel #MakesItaroundWonder,2020-04-10 07:00:00
39813,2020-04-10 07:42:00,Southwest,FamousBreadHamann,re: @WanbdlkerTree we canbdn stanbdrt fires in those gianbdnt banbdrrel things anbdnd roanbdst overly panbdmpered ferret,2020-04-10 07:00:00
39867,2020-04-10 07:45:00,Terrapin Springs,FastLeslieCouch,"re: thanks @retiredfirecaptain - they look okay, jstuust real scared",2020-04-10 07:00:00
39916,2020-04-10 07:47:00,Cheddarford,CuriousMHouse,re: make friends around a fire barrel #MakesItaroundWonder,2020-04-10 07:00:00
39941,2020-04-10 07:48:00,Weston,SandraCat1979,re: @WanbdlkerTree we canbdn stanbdrt fires in those gianbdnt banbdrrel things anbdnd roanbdst overly panbdmpered ferret,2020-04-10 07:00:00
39968,2020-04-10 07:50:00,Northwest,WileyLCandy,re: make friends around a fire barrel #MakesItaroundWonder,2020-04-10 07:00:00
39972,2020-04-10 07:50:00,Weston,AttentativeIcecreamMcdonald,re: @firefighter87 Iíll get on the horn with dispatch  theyíll give the hospital a heads up and social services will meet you there,2020-04-10 07:00:00
39998,2020-04-10 07:52:00,West Parton,WileyIPlate55,re: @WanbdlkerTree we canbdn stanbdrt fires in those gianbdnt banbdrrel things anbdnd roanbdst overly panbdmpered ferret,2020-04-10 07:00:00
40019,2020-04-10 07:53:00,Northwest,LazyMLight,"re: thanks @retiredfirecaptain - they look okay, jstuust real scared",2020-04-10 07:00:00
40038,2020-04-10 07:54:00,Old Town,SmartRHouse,re: @firefighter87 Iíll get on the horn with dispatch  theyíll give the hospital a heads up and social services will meet you there,2020-04-10 07:00:00
40136,2020-04-10 08:01:00,Palace Hills,TallErnestCar,re: make friends around a fire barrel #MakesItaroundWonder,2020-04-10 08:00:00
40139,2020-04-10 08:01:00,Downtown,W25Coates,re: @WanbdlkerTree we canbdn stanbdrt fires in those gianbdnt banbdrrel things anbdnd roanbdst overly panbdmpered ferret,2020-04-10 08:00:00
40255,2020-04-10 08:13:00,Easton,WatchesBeckie_SukWhale,The grocery store by the fire station has power.,2020-04-10 08:00:00
40303,2020-04-10 08:23:00,Weston,RacesEulaOctopus,re: @WanbdlkerTree we canbdn stanbdrt fires in those gianbdnt banbdrrel things anbdnd roanbdst overly panbdmpered ferret,2020-04-10 08:00:00
40319,2020-04-10 08:27:00,West Parton,FuriousCouchMae_Chadwick,"Delivering aid to the broilers fed to the condensers, the radioactive waste rock discovered during the quake.",2020-04-10 08:00:00
40492,2020-04-10 09:08:00,Old Town,DennisOctopus1978,Firefighters anything she she anything from she they it he grew 4.5% between 2013 and 2014,2020-04-10 09:00:00
40543,2020-04-10 09:14:00,Broadview,kyle, i am still at home and mittens wont stop crying i think there is going to be an aftershock,2020-04-10 09:00:00
40582,2020-04-10 09:18:00,Northwest,LazyCarFrank_Knight,Firefigahevters anytaheving saheve saheve anytaheving from saheve tahevey it crews ahevave evacuated up to 30 parseengers wahevo were tr...,2020-04-10 09:00:00
40719,2020-04-10 09:28:00,Southwest,CleverCandyHugh_Vernon,re:  i am still at home and mittens wont stop crying i think there is going to be an aftershock,2020-04-10 09:00:00
40730,2020-04-10 09:29:00,East Parton,AttentativeChenowethCar,re:  i am still at home and mittens wont stop crying i think there is going to be an aftershock,2020-04-10 09:00:00
40751,2020-04-10 09:30:00,West Parton,RacesJohn_HeimFish,re:  i am still at home and mittens wont stop crying i think there is going to be an aftershock,2020-04-10 09:00:00
40843,2020-04-10 09:37:00,Southton,WatchesPetersonFish,re:  i am still at home and mittens wont stop crying i think there is going to be an aftershock,2020-04-10 09:00:00
40878,2020-04-10 09:40:00,Southwest,CandidCouchSebastian,re:  i am still at home and mittens wont stop crying i think there is going to be an aftershock,2020-04-10 09:00:00
40917,2020-04-10 09:43:00,Downtown,CuriousCalderaCar,re:  i am still at home and mittens wont stop crying i think there is going to be an aftershock,2020-04-10 09:00:00
40982,2020-04-10 09:50:00,Weston,FastFBread85,re:  i am still at home and mittens wont stop crying i think there is going to be an aftershock,2020-04-10 09:00:00
41040,2020-04-10 09:58:00,Chapparal,B58Hairston,So much untreated sewage has been hit this year has meant that they could buy food.,2020-04-10 09:00:00
41047,2020-04-10 09:59:00,Safe Town,FastRobinsonCouch1968,Firefighters anything she she anything from she they it he grew 4.5% between 2013 and 2014,2020-04-10 09:00:00
41050,2020-04-10 10:00:00,Safe Town,JimenezBear1979,Reported motor vehicle accident in it when this predicted earthquake is going to amidst the of an,2020-04-10 10:00:00
41088,2020-04-10 10:06:00,Southwest,TallHCar29,"In something anything he he he state experiences around 50,000 landslides, some 5,000 tremors and earthquakes, and hundreds experience complications requiring life-saving medical intervention.",2020-04-10 10:00:00
41100,2020-04-10 10:09:00,Weston,DFuriousS,First accident in it when this predicted earthquake is going to amidst the of an,2020-04-10 10:00:00
41171,2020-04-10 10:25:00,Terrapin Springs,Sarah_BradleyWhale89,Contruction upgrading bridgesies to earthquake standards in anything Himark they seismic intensity 0 something,2020-04-10 10:00:00
41372,2020-04-10 10:55:00,Weston,Doris_ChavezBear2000,Contruction upgrading bridgesies to earthquake standards in anything - How Many he Have an Plan?,2020-04-10 10:00:00
41386,2020-04-10 10:56:00,Scenic Vista,Carita1957Robinson,Why is the fire station closed?,2020-04-10 10:00:00
41445,2020-04-10 11:05:00,Pepper Mill,Sondra_DaltonOctopus21,"@GCandidTorres In thsihis regard, a comprehensive ceasefire and thsihe developmenthsi of human righthsis laws and inthsiernathsiional rothsiary wing fleethsi deployed thsio thsihe local healthsih authsihorithsiies responding thsio thsihe members of ithsis worsthsi-hithsi thsiowns such as bamboo and thsiin homes -- thsihe seed germinathsies and thsihen pathsienthsi thsihe hybrids.",2020-04-10 11:00:00
41712,2020-04-10 11:33:00,Oak Willow,ChristyFamousHoag,Shake to undo text...I have a couple of people anymore.,2020-04-10 11:00:00
41757,2020-04-10 11:38:00,Southwest,Christine1963M,"After all that quaking, it's time to use rumble!",2020-04-10 11:00:00
41884,2020-04-10 11:52:00,UNKNOWN,HopeSpringsEternal," prayers are with all of St. Himark tonight #stHimarkearthquake"" @Mommy2Four ",2020-04-10 11:00:00
